Timestamp,Gender,Height,Weight,DOB,Age,Sun_Sign,CGPA,Rate_Programming,PL,Sim_Course,Focus,DS_DA,Mean,Median,Sleep_time,sleep_duration,prefer_maths,Engg_Choice,course_instructor,physical_activity,0
08-06-2018 11:58,Female,5'3,74,7/30/1999,19,Aquarius,8.29,3,C++,No,Data,No,6,8,11:00:00 PM,5,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 11:59,Male,176,62,06-04-1999,19,Gemini,8.27,4,C,No,Data,May be,6,9,1:00:00 AM,6.5,No,Yes,Doesn't matter,Once in a week,
08-06-2018 11:59,Male,176,62,06-04-1999,19,Gemini,8.27,4,C,No,Data,May be,6,9,1:00:00 AM,6.5,No,Yes,Doesn't matter,Once in a week,
08-06-2018 11:59,Female,145,60,2/21/2000,18,Don't Know,9.21,3,Python,No,Data,No,6,9,11:00:00 AM,6,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 11:59,Male,185,56,8/15/1999,19,Leo,8.46,4,C,No,Data,No,6,8,11:30:00 PM,8,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:00,Male,170,79,6/21/1999,19,Cancer,9.7,4,C,No,Data,No,6,8,1:30:00 AM,5,No,Yes,Female,On daily basis,
08-06-2018 12:00,Male,168,58,06-03-1999,19,Don't Know,7.46,2,C,No,Data,No,6,8.5,12:00:00 PM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:00,Female,156,63,10/25/1998,19,Scorpio,9.42,3,C,Yes,Science,No,6,8,12:00:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:00,Female,158,65,10-12-1999,18,Libra,9.17,3,C,No,Science,No,6,8,1:00:00 AM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:00,Male,180.34,60,07-10-1999,19,Cancer,8.25,4,C,No,Data,No,6,8,12:30:00 AM,7,,Yes,Doesn't matter,On daily basis,
08-06-2018 12:00,Female,150,51,4/13/2000,18,Cancer,6.5,2,C,No,Data,May be,9,8,11:00:00 PM,06-Jul,Yes,Doesn't matter,Doesn't matter,Not so often,
08-06-2018 12:00,Male,165.1,64,09-10-1999,18,Virgo,8.75,4,Python,Yes,Data,No,6,8,10:30:00 PM,8,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 12:00,Male,193,69,1/20/2018,18,Gemini,7.25,3,C,Yes,Data,May be,15,8,10:00:00 PM,8,No,Doesn't matter,Doesn't matter,Never,
08-06-2018 12:01,Male,183,57,09-06-1999,18,Virgo,7.94,3,Python,Yes,Data,No,6,8,12:30:00 AM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:01,Male,175,49,12/23/1998,19,Capricorn,8.62,3,C,No,Data,May be,6,9,12:30:00 AM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:01,Male,175,70,01-08-1999,19,Capricorn,7.23,3,Python,No,Data,Yes,15,8,1:00:00 AM,05-Jun,Yes,Not at all,Doesn't matter,On daily basis,
08-06-2018 12:01,Female,156,40,11/25/1999,18,Sagittarius,8.75,3,C,No,Data,May be,6,8,10:30:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:01,Male,180,58.2,04-01-1999,19,Aries,9.52,3,C,Yes,Science,May be,6,8,11:30:00 AM,7,Yes,Doesn't matter,Doesn't matter,On daily basis,
08-06-2018 12:01,Female,5.4,61,12/14/1999,18,Aquarius,7.56,3,C,No,Data,May be,15,9,11:30:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:01,Male,178,60,01-07-2000,18,Capricorn,7.92,4,C,No,Data,May be,6,9,12:00:00 AM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:01,Male,180,67,2/14/2000,18,Aquarius,6.3,2,C++,No,Data,No,6,8,12:00:00 PM,6,No,Not at all,Doesn't matter,Once in a month,
08-06-2018 12:01,Male,160,80,11/25/1999,18,Sagittarius,9.54,3,Python,No,Data,May be,6,8,11:30:00 AM,7,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:01,Male,170,70,5/21/1999,19,Cancer,7.565,3,C,No,Science,May be,6,9,6:00:00 AM,9,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:01,Male,179,88,01-07-1999,19,Capricorn,6,3,C++,No,Data,No,6,8,12:00:00 AM,4,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:02,Male,182.8,58,06-10-1999,20,Scorpio,7.65,4,Python,Yes,Data,May be,6,8,11:15:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:02,Male,179,57.5,7/13/1999,19,Cancer,9.19,4,Python,Yes,Data,No,6,8,12:00:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:02,Male,180,54,4/19/1999,19,Aries,7.85,3,Python,No,Data,May be,6,8,10:00:00 AM,10,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:02,Female,156,46,12/24/1998,19,Capricorn,9.04,4,C,No,Data,No,6,8,11:00:00 AM,7,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 12:02,Male,170,55,7/28/1999,19,Don't Know,8.79,4,C,No,Data,No,6,8,12:00:00 AM,7,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 12:02,Male,168,63,10-08-1998,20,Libra,8.5,3,C++,Yes,Science,May be,6,8,2:00:00 AM,4,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:03,Male,178,68,6/26/1999,19,Capricorn,8.65,3,C,No,Data,May be,15,8,12:00:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:03,Male,168,63,10-08-1998,20,Libra,8.5,3,C++,Yes,Science,May be,6,8,2:00:00 AM,4,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:03,Male,164,49,2/16/1999,19,Aquarius,8.2,3,C,Yes,Data,May be,6,8,10:00:00 AM,8,No,Yes,Doesn't matter,On daily basis,
08-06-2018 12:03,Male,168,63,10-08-1998,20,Libra,8.5,3,C++,Yes,Science,May be,6,8,2:00:00 AM,4,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:03,Male,179,70,08-04-1999,19,Aries,7.68,3,C++,No,Data,No,6,8,11:00:00 PM,6,Yes,Doesn't matter,Doesn't matter,On daily basis,
08-06-2018 12:03,Female,162,63,12/14/1999,18,Sagittarius,7.42,4,C++,No,Data,No,6,8,11:30:00 AM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:03,Female,5'4,,8/13/1999,19,Leo,7.7,3,C++,No,Data,May be,6,9,11:30:00 PM,06-Jul,,Yes,Doesn't matter,Not so often,
08-06-2018 12:03,Male,177,56,5/22/1999,19,Gemini,8.32,3,C++,No,Data,No,6,5,12:30:00 AM,6,Yes,Not at all,Male,Once in a week,
08-06-2018 12:04,Male,156,84,06-12-1999,19,Gemini,9.21,3,C++,No,Data,No,30,9,11:00:00 PM,7,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:04,Female,160,48,8/23/2018,19,Sagittarius,8.79,2,C,No,Data,May be,8.5,8,10:00:00 PM,8,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 12:04,Male,170,55,06-05-2000,18,Aquarius,7,3,Python,No,Data,No,6,9,11:00:00 PM,6,Yes,Not at all,Doesn't matter,Not so often,
08-06-2018 12:04,Female,162,60,11/25/1998,19,Sagittarius,8,4,C,No,Data,No,6,9,5:45:00 AM,06-Jul,Yes,Yes,Female,Not so often,
08-06-2018 12:04,Male,177,50,7/14/1999,19,Cancer,8.1,3,Python,No,Data,No,6,8,10:45:00 PM,08-Sep,No,Doesn't matter,Doesn't matter,On daily basis,
08-06-2018 12:04,Male,5.5,54,3/28/1999,19,Pisces,9.25,3,C,No,Data,No,6,8,11:30:00 PM,6hr,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:04,Female,153,45,7/21/1999,19,Libra,6.12,2,C,No,Data,No,15,6,11:00:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:04,Male,162.5,60,1/22/2000,18,Cancer,9.96,4,Python,Yes,Science,No,6,8,10:00:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:05,Male,182,81,3/14/1999,19,Capricorn,8.52,3,Python,No,Data,May be,6,8,11:00:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:05,Male,178,50,7/28/1999,19,Capricorn,8.9,5,C++,Yes,Data,May be,6,8,1:00:00 AM,5,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 12:05,Male,173,53,2/26/2000,18,Capricorn,8.32,3,C,No,Data,May be,3,8,11:30:00 PM,7,Yes,Yes,Male,Not so often,
08-06-2018 12:05,Male,173,62,3/22/1999,19,Aries,8.44,4,C,No,Science,May be,6,8,11:00:00 PM,7,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 12:05,Male,180,60,12-05-1998,19,Sagittarius,6.71,2,C++,No,Data,No,6,9,1:00:00 PM,7,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:05,Female,155,55,12/13/1998,19,Sagittarius,8.23,4,Python,Yes,Science,No,6,8,10:30:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:05,Male,170,68,07-07-1998,20,Don't Know,7.35,3,C,No,Data,May be,6,8,12:00:00 AM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:05,Male,180,60 kgs,12/17/1999,18,Sagittarius,6,3,Python,No,Science,No,6,9,11:00:00 PM,4 - 5 hrs,No,Doesn't matter,Female,On daily basis,
08-06-2018 12:06,Male,167,68,4/14/2000,18,Leo,6.8,3,C,No,Science,No,6,8,12:00:00 AM,7,Yes,Yes,Doesn't matter,Never,
08-06-2018 12:06,Female,160,46,6/15/1999,19,Gemini,8.105,3,C,No,Data,May be,15,8,11:00:00 PM,7,Yes,Not at all,Doesn't matter,Once in a week,
08-06-2018 12:07,Male,175,75,3/22/2000,18,Taurus,7.04,3,C,Yes,Science,No,6,8,12:00:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 12:07,Female,172,60,10-07-1999,18,Libra,9.71,4,C,No,Science,No,6,9,1:00:00 AM,6,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:07,Male,175,50,7/24/1999,19,Capricorn,7.8,4,C,No,Data,No,6,5,12:30:00 AM,7,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 12:08,Female,165,70,2/18/1999,19,Aquarius,8.13,3,C,No,Data,May be,6,9,11:00:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:39,Male,178,62,10/26/1999,19,Scorpio,8.75,4,Python,Yes,Data,No,30,8,12:30:00 AM,5 and a half hours,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 13:40,Female,0,1 billion tonne,08-06-2018,13700000000,Don't Know,0,1,None,No,Data,May be,1234567890,987654321,2:00:00 PM,99999999999999999999999999 nano seconds,No,Not at all,Male,Never,
08-06-2018 13:40,Male,185,61,7/19/1999,19,Cancer,8.02,4,Python,No,Data,May be,6,9,11:00:00 PM,7,No,Doesn't matter,Doesn't matter,Once in a week,
08-06-2018 13:40,Male,180,66,05-11-1999,19,Taurus,7.5,4,R,Yes,Science,No,5,8,11:00:00 PM,6,No,Yes,Doesn't matter,Not so often,
08-06-2018 13:40,Female,160,43,10/14/1999,18,Libra,8,3,C++,No,Data,May be,15,8,12:00:00 AM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:40,Female,161,51,5/26/1999,19,Gemini,9.5,4,C++,No,Data,No,5,8,12:00:00 PM,8,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 13:41,Male,184cm,72kg,03-08-1999,19,Pisces,7.45,3,C,No,Data,May be,6,8,11:00:00 PM,7-8hrs,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Male,160,52,5/16/1998,21,Aries,7.25,3,Python,No,Science,May be,6,8,10:30:00 AM,06:00,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Male,5'8,72,2/15/2018,18,Scorpio,8,4,Python,Yes,Data,No,15,8,11:00:00 PM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Female,177,68,10-02-1999,19,Aquarius,7.33,3,C,No,Data,No,6,8,11:00:00 PM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Female,160,50,8/31/1999,18,Virgo,8.96,3,Python,No,Data,May be,6,8,11:30:00 PM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Female,157,67,1/21/1999,19,Aquarius,9.2,2,C++,No,Data,May be,6,8,10:30:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Female,174,65,03-12-1999,19,Don't Know,9.5,3,C,No,Data,No,6,Data has to be orderely placed to calculate median ,10:00:00 PM,8,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Female,173.736,55,1/21/1999,19,Aquarius,8.875,3,Python,No,Data,No,6,8,10:30:00 PM,8,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 13:41,Male,5'8,72,2/15/2018,18,Scorpio,8,4,Python,Yes,Data,No,15,8,11:00:00 PM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Male,171,72,9/16/1998,19,Virgo,8.43,4,Python,Yes,Data,No,6,8,11:00:00 PM,6,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:41,Male,170,75,04-07-1999,19,Aries,8.6,3,Python,No,Science,No,6,8,1:00:00 AM,5,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:42,Male,180,65,11/13/1998,19,Leo,6,3,Java,No,Science,No,15,9,10:00:00 PM,8,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 13:42,Female,158,50,3/13/2018,19,Pisces,9.04,3,C,No,Data,No,6,9,10:30:00 PM,7,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 13:42,Male,174,57,7/23/1999,19,Cancer,8.38,3,C++,No,Data,May be,6,9,11:30:00 PM,7,No,Doesn't matter,Doesn't matter,Once in a week,
08-06-2018 13:42,Female,164,69,10/24/1999,18,Pisces,8.96,3,C,No,Data,No,6,8,11:30:00 PM,05-Jun,Yes,Doesn't matter,Doesn't matter,On daily basis,
08-06-2018 13:42,Female,158.5,60,7/31/2018,19,Leo,9.5,4,Python,No,Data,No,6,8,10:00:00 PM,8,Yes,Yes,Doesn't matter,Not so often,
08-06-2018 13:42,Female,156,50,04-01-1999,19,Aries,8.2,3,C,No,Data,May be,6,8,12:00:00 AM,06-Jul,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:42,Male,179,52,12/18/1999,18.5,Sagittarius,8.4,4,C++,No,Science,No,6,8,12:30:00 AM,7,Yes,Doesn't matter,Doesn't matter,Once in a week,
08-06-2018 13:42,Female,100 mm,100 kg,04-01-2018,0.35,Leo,21.2,5,Lol,Yes,Science,Yes,999,999,1:01:00 AM,1,No,Doesn't matter,Doesn't matter,Never,
08-06-2018 13:42,Female,166,57,08-06-2018,18,Virgo,8.3,3,Python,No,Data,May be,6,8,12:00:00 PM,6,Yes,Not at all,Doesn't matter,Never,
08-06-2018 13:42,Male,165,56,11-06-1999,18,Scorpio,8.6,4,Java,No,Science,May be,6,9,11:00:00 PM,7,Yes,Yes,Doesn't matter,On daily basis,
08-06-2018 13:43,Male,165,56,05-06-1999,19,Taurus,9.3,3,Python,No,Data,May be,6,8,10:00:00 AM,7,Yes,Yes,Doesn't matter,Once in a month,
08-06-2018 13:43,Male,170,59,3/25/1999,19,Gemini,8.48,3,C,No,Data,No,15,8,11:30:00 PM,7 and a half,Yes,Yes,Doesn't matter,Once in a week,
08-06-2018 13:43,Female,156,60,6/19/1999,19,Gemini,7.7,2,C,No,Science,No,6,8,2:00:00 AM,5,Yes,Yes,Doesn't matter,Not so often,
